,School,GP,GS,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,TOV,PTS,Link,DraftStatus,Season
524,Wisconsin,32.0,0.0,8.6,1.1,2.3,0.47200000000000003,0.4,0.8,0.462,0.4,0.9,0.483,0.6,0.7,1.3,0.4,0.1,0.1,0.4,0.6,2.9,https://www.sports-reference.com/cbb/players/jon-leuer-1.html,Drafted,2007-08
525,Wisconsin,33.0,12.0,21.3,3.5,7.5,0.466,0.5,1.6,0.29600000000000004,1.4,2.3,0.605,1.4,2.5,3.8,0.8,0.5,0.6,1.9,1.3,8.8,https://www.sports-reference.com/cbb/players/jon-leuer-1.html,Drafted,2008-09
526,Wisconsin,24.0,22.0,28.8,5.9,11.3,0.522,0.8,1.9,0.391,2.8,3.9,0.72,1.5,4.3,5.8,1.6,0.5,1.3,2.1,1.0,15.4,https://www.sports-reference.com/cbb/players/jon-leuer-1.html,Drafted,2009-10
527,Wisconsin,34.0,34.0,33.5,6.7,14.2,0.47,1.6,4.3,0.37,3.3,3.9,0.843,1.7,5.6,7.2,1.6,0.5,0.9,2.2,1.6,18.3,https://www.sports-reference.com/cbb/players/jon-leuer-1.html,Drafted,2010-11
528,Michigan,32.0,19.0,24.3,1.6,4.0,0.406,0.2,1.2,0.179,0.9,1.4,0.63,0.4,1.4,1.8,2.6,0.6,0.2,1.9,1.6,4.4,https://www.sports-reference.com/cbb/players/darius-morris-1.html,Drafted,2009-10
529,Michigan,35.0,34.0,34.8,5.7,11.7,0.489,0.5,1.8,0.25,3.1,4.3,0.715,0.9,3.1,4.0,6.7,1.0,0.0,2.1,2.9,15.0,https://www.sports-reference.com/cbb/players/darius-morris-1.html,Drafted,2010-11
530,UCLA,29.0,0.0,10.7,1.3,2.6,0.5,0.2,0.7,0.3,0.3,0.8,0.41700000000000004,0.6,1.0,1.5,0.6,0.5,0.1,1.3,0.8,3.2,https://www.sports-reference.com/cbb/players/malcolm-lee-1.html,Drafted,2008-09
531,UCLA,32.0,32.0,34.8,4.2,9.6,0.43200000000000005,0.8,3.2,0.252,3.0,4.3,0.706,1.3,3.2,4.4,3.1,1.1,0.3,2.3,2.6,12.1,https://www.sports-reference.com/cbb/players/malcolm-lee-1.html,Drafted,2009-10
532,UCLA,33.0,33.0,33.1,4.3,9.8,0.43700000000000006,1.2,4.0,0.295,3.4,4.4,0.778,0.7,2.4,3.1,2.0,0.7,0.2,2.4,1.7,13.1,https://www.sports-reference.com/cbb/players/malcolm-lee-1.html,Drafted,2010-11
533,Kentucky,34.0,2.0,9.3,1.4,3.0,0.447,0.1,0.4,0.33299999999999996,0.8,1.1,0.722,0.9,1.6,2.5,0.3,0.3,0.6,1.1,0.8,3.6,https://www.sports-reference.com/cbb/players/josh-harrellson-1.html,Drafted,2008-09
534,Kentucky,22.0,0.0,4.0,0.5,1.2,0.462,0.1,0.2,0.5,0.1,0.1,1.0,0.4,0.8,1.2,0.0,0.1,0.3,0.4,0.3,1.3,https://www.sports-reference.com/cbb/players/josh-harrellson-1.html,Drafted,2009-10
535,Kentucky,38.0,38.0,28.5,3.3,5.5,0.611,0.1,0.3,0.2,0.9,1.5,0.589,3.7,5.0,8.7,0.8,0.9,1.5,2.4,0.7,7.6,https://www.sports-reference.com/cbb/players/josh-harrellson-1.html,Drafted,2010-11
536,Georgia,26.0,4.0,14.3,2.7,6.1,0.447,0.0,0.1,0.0,0.9,1.5,0.575,1.5,2.4,3.9,0.6,0.8,0.5,1.2,1.0,6.3,https://www.sports-reference.com/cbb/players/travis-leslie-1.html,Drafted,2008-09
537,Georgia,31.0,31.0,29.4,5.5,11.2,0.48700000000000004,0.2,0.4,0.545,3.7,5.0,0.735,3.1,3.7,6.8,2.5,1.3,1.0,2.1,2.6,14.8,https://www.sports-reference.com/cbb/players/travis-leslie-1.html,Drafted,2009-10
538,Georgia,33.0,33.0,32.2,5.4,10.9,0.49200000000000005,0.4,1.3,0.302,3.3,4.1,0.8009999999999999,3.2,4.0,7.2,2.9,1.2,0.6,1.9,2.2,14.4,https://www.sports-reference.com/cbb/players/travis-leslie-1.html,Drafted,2010-11
539,Kansas,26.0,11.0,20.4,2.8,7.4,0.373,1.3,3.6,0.36200000000000004,1.1,1.4,0.757,0.4,1.8,2.2,2.2,0.8,0.0,1.7,2.0,7.9,https://www.sports-reference.com/cbb/players/josh-selby-1.html,Drafted,2010-11
540,Temple,34.0,32.0,29.2,3.4,6.1,0.5579999999999999,0.1,0.1,0.4,1.2,1.7,0.737,2.0,3.6,5.7,1.6,0.5,1.5,3.1,1.2,8.1,https://www.sports-reference.com/cbb/players/lavoy-allen-1.html,Drafted,2007-08
541,Temple,33.0,31.0,31.3,4.6,7.9,0.579,0.2,0.6,0.33299999999999996,1.6,2.5,0.642,3.9,5.1,9.0,2.1,0.4,1.5,2.4,1.3,10.9,https://www.sports-reference.com/cbb/players/lavoy-allen-1.html,Drafted,2008-09
542,Temple,35.0,34.0,34.5,4.9,9.1,0.536,0.1,0.7,0.217,1.6,2.5,0.625,3.5,7.2,10.7,2.4,0.5,1.4,2.2,1.5,11.5,https://www.sports-reference.com/cbb/players/lavoy-allen-1.html,Drafted,2009-10
543,Temple,33.0,33.0,33.9,4.7,9.7,0.48,0.2,0.5,0.294,2.1,3.0,0.6970000000000001,2.7,5.9,8.6,2.3,0.7,1.8,2.3,1.6,11.6,https://www.sports-reference.com/cbb/players/lavoy-allen-1.html,Drafted,2010-11
544,Georgetown,31.0,0.0,9.8,1.3,1.7,0.741,0.0,0.0,,0.3,0.7,0.435,0.7,0.7,1.5,0.5,0.0,0.1,1.0,0.5,2.9,https://www.sports-reference.com/cbb/players/vernon-macklin-1.html,Drafted,2006-07
545,Georgetown,34.0,0.0,12.8,1.5,2.6,0.598,0.0,0.0,0.0,0.4,1.4,0.25,0.9,1.3,2.1,0.6,0.2,0.7,1.7,0.8,3.4,https://www.sports-reference.com/cbb/players/vernon-macklin-1.html,Drafted,2007-08
546,Florida,34.0,34.0,25.3,4.6,7.6,0.607,0.0,0.0,,1.4,2.4,0.588,2.7,2.9,5.5,0.8,0.6,0.9,2.4,1.4,10.6,https://www.sports-reference.com/cbb/players/vernon-macklin-1.html,Drafted,2009-10
547,Florida,37.0,35.0,24.5,5.2,8.7,0.593,0.0,0.0,,1.2,2.8,0.451,2.2,3.2,5.4,0.8,0.4,0.7,2.5,1.7,11.6,https://www.sports-reference.com/cbb/players/vernon-macklin-1.html,Drafted,2010-11
548,Kentucky,33.0,1.0,16.5,1.4,3.8,0.36200000000000004,0.4,1.5,0.235,1.1,1.6,0.6729999999999999,0.2,2.2,2.3,2.8,0.7,0.4,1.6,2.3,4.2,https://www.sports-reference.com/cbb/players/deandre-liggins-1.html,Drafted,2008-09
549,Kentucky,29.0,0.0,15.3,1.2,3.0,0.419,0.5,1.5,0.318,0.8,1.3,0.59,0.6,1.7,2.3,0.8,0.7,0.3,1.4,0.6,3.8,https://www.sports-reference.com/cbb/players/deandre-liggins-1.html,Drafted,2009-10
550,Kentucky,38.0,28.0,31.6,2.9,6.9,0.424,0.9,2.4,0.391,1.8,2.8,0.648,0.6,3.4,4.0,2.5,1.2,0.7,2.5,1.4,8.6,https://www.sports-reference.com/cbb/players/deandre-liggins-1.html,Drafted,2010-11
551,Purdue,34.0,31.0,30.6,4.7,10.6,0.44299999999999995,1.9,4.5,0.434,1.6,2.2,0.716,0.9,3.0,3.9,2.6,0.9,0.4,2.5,1.7,12.9,https://www.sports-reference.com/cbb/players/etwaun-moore-1.html,Drafted,2007-08
552,Purdue,37.0,36.0,33.0,5.1,12.0,0.42200000000000004,1.5,4.5,0.337,2.2,2.8,0.762,1.1,3.5,4.6,3.0,1.1,0.4,2.5,2.6,13.8,https://www.sports-reference.com/cbb/players/etwaun-moore-1.html,Drafted,2008-09
553,Purdue,35.0,35.0,31.5,6.1,13.6,0.445,1.5,4.2,0.349,2.9,3.9,0.73,0.9,2.9,3.8,2.7,1.5,0.3,2.3,2.1,16.4,https://www.sports-reference.com/cbb/players/etwaun-moore-1.html,Drafted,2009-10
554,Purdue,34.0,33.0,33.9,6.5,14.5,0.447,2.1,5.1,0.4,2.9,4.1,0.7090000000000001,1.5,3.6,5.1,3.2,1.2,0.5,2.1,1.8,18.0,https://www.sports-reference.com/cbb/players/etwaun-moore-1.html,Drafted,2010-11
555,Washington,35.0,34.0,28.4,5.1,12.3,0.418,1.1,3.8,0.29100000000000004,4.1,5.9,0.6859999999999999,0.7,2.3,3.0,2.6,1.1,0.1,1.9,2.6,15.5,https://www.sports-reference.com/cbb/players/isaiah-thomas-1.html,Drafted,2008-09
556,Washington,35.0,35.0,31.1,5.3,12.8,0.415,1.9,5.7,0.327,4.5,6.1,0.732,0.6,3.3,3.9,3.2,1.1,0.1,1.9,2.4,16.9,https://www.sports-reference.com/cbb/players/isaiah-thomas-1.html,Drafted,2009-10
557,Washington,35.0,35.0,31.9,5.4,12.1,0.445,1.7,4.9,0.349,4.3,6.0,0.7190000000000001,0.7,2.8,3.5,6.1,1.3,0.1,2.1,3.0,16.8,https://www.sports-reference.com/cbb/players/isaiah-thomas-1.html,Drafted,2010-11
558,Georgia Tech,36.0,35.0,27.5,5.0,8.1,0.611,0.0,0.0,0.0,2.5,4.0,0.629,3.0,5.4,8.4,1.0,0.9,2.1,2.6,2.5,12.4,https://www.sports-reference.com/cbb/players/derrick-favors-1.html,Drafted,2009-10
559,58,29.5,4.4,10.4,0.42100000000000004,3.0,6.1,0.316,2.2,2.9,0.765,2.3,3.7,6.1,1.2,0.8,0.8,2.1,2.4,,12.3,,https://www.sports-reference.com/cbb/players/wes-johnson-1.html,Drafted,
560,35,35.0,5.9,11.8,0.502,4.5,8.3,0.415,3.2,4.1,0.772,2.1,6.4,8.5,2.2,1.7,1.8,2.3,2.1,,16.5,,https://www.sports-reference.com/cbb/players/wes-johnson-1.html,Drafted,
561,Kentucky,38.0,37.0,23.5,5.4,9.7,0.5579999999999999,0.0,0.2,0.16699999999999998,4.3,7.1,0.604,4.1,5.8,9.8,1.0,1.0,1.8,3.2,2.1,15.1,https://www.sports-reference.com/cbb/players/demarcus-cousins-1.html,Drafted,2009-10
562,Michigan,35.0,7.0,20.3,2.2,4.6,0.469,0.0,0.1,0.0,0.7,1.2,0.585,1.7,2.3,4.0,0.8,0.7,1.9,1.9,0.8,5.0,https://www.sports-reference.com/cbb/players/ekpe-udoh-1.html,Drafted,2006-07
563,Michigan,32.0,24.0,26.0,2.4,5.4,0.43700000000000006,0.2,0.5,0.375,1.0,1.8,0.589,2.2,2.8,5.0,0.9,0.8,2.9,2.4,1.1,6.0,https://www.sports-reference.com/cbb/players/ekpe-udoh-1.html,Drafted,2007-08
564,Baylor,36.0,36.0,35.1,5.3,10.8,0.49,0.2,0.7,0.26899999999999996,3.1,4.5,0.685,3.6,6.2,9.8,2.7,0.8,3.7,2.4,2.4,13.9,https://www.sports-reference.com/cbb/players/ekpe-udoh-1.html,Drafted,2009-10
565,Georgetown,31.0,31.0,30.9,4.6,8.1,0.5720000000000001,0.1,0.2,0.33299999999999996,3.4,4.8,0.7,2.0,4.5,6.5,2.5,1.8,1.5,2.5,2.5,12.7,https://www.sports-reference.com/cbb/players/greg-monroe-1.html,Drafted,2008-09
566,Georgetown,34.0,34.0,34.2,5.9,11.3,0.525,0.2,0.8,0.259,4.1,6.1,0.66,2.2,7.5,9.6,3.8,1.2,1.5,2.6,3.3,16.1,https://www.sports-reference.com/cbb/players/greg-monroe-1.html,Drafted,2009-10
567,Wake Forest,31.0,30.0,29.0,4.7,9.1,0.516,0.2,1.3,0.179,3.3,4.9,0.6709999999999999,2.3,5.9,8.2,1.5,1.0,1.2,2.6,2.6,12.9,https://www.sports-reference.com/cbb/players/al-farouq-aminu-1.html,Drafted,2008-09
568,Wake Forest,31.0,30.0,31.3,5.4,12.1,0.447,0.6,2.1,0.273,4.5,6.4,0.698,4.3,6.4,10.7,1.3,1.4,1.4,2.9,3.2,15.8,https://www.sports-reference.com/cbb/players/al-farouq-aminu-1.html,Drafted,2009-10
569,Fresno State,34.0,34.0,34.6,4.9,10.4,0.47,1.9,4.1,0.447,2.7,3.9,0.6970000000000001,1.9,4.4,6.2,1.9,1.7,1.0,2.7,2.3,14.3,https://www.sports-reference.com/cbb/players/paul-george-1.html,Drafted,2008-09
570,Fresno State,29.0,29.0,33.2,5.3,12.5,0.424,2.0,5.8,0.353,4.1,4.6,0.909,1.9,5.3,7.2,3.0,2.2,0.8,2.9,3.2,16.8,https://www.sports-reference.com/cbb/players/paul-george-1.html,Drafted,2009-10
571,Kansas,40.0,0.0,8.3,1.1,2.1,0.518,0.0,0.0,,0.7,1.0,0.684,0.9,2.1,3.0,0.1,0.3,0.9,1.2,0.5,2.8,https://www.sports-reference.com/cbb/players/cole-aldrich-1.html,Drafted,2007-08
572,Kansas,35.0,35.0,29.6,5.7,9.5,0.598,0.0,0.0,,3.5,4.4,0.792,3.0,8.0,11.1,1.0,0.6,2.7,2.6,1.6,14.9,https://www.sports-reference.com/cbb/players/cole-aldrich-1.html,Drafted,2008-09
573,Kansas,36.0,36.0,26.8,4.1,7.4,0.562,0.0,0.0,,3.0,4.4,0.679,3.1,6.8,9.8,0.9,0.8,3.5,2.6,1.6,11.3,https://www.sports-reference.com/cbb/players/cole-aldrich-1.html,Drafted,2009-10
574,Kansas,36.0,36.0,27.5,4.5,9.8,0.45799999999999996,1.9,4.6,0.418,2.5,3.2,0.7829999999999999,1.2,3.2,4.4,1.5,1.5,0.5,1.8,1.9,13.4,https://www.sports-reference.com/cbb/players/xavier-henry-1.html,Drafted,2009-10
575,UNC,38.0,2.0,18.8,2.6,5.0,0.518,0.0,0.0,,1.4,2.5,0.573,2.2,4.4,6.6,0.6,0.4,1.7,1.9,1.1,6.7,https://www.sports-reference.com/cbb/players/ed-davis-1.html,Drafted,2008-09
576,UNC,23.0,23.0,27.9,4.8,8.3,0.578,0.0,0.0,,3.8,5.7,0.659,2.9,6.7,9.6,1.0,0.4,2.8,1.8,2.0,13.4,https://www.sports-reference.com/cbb/players/ed-davis-1.html,Drafted,2009-10
577,Kentucky,25.0,25.0,35.7,6.5,11.3,0.574,0.0,0.1,0.0,3.5,4.8,0.731,2.8,4.8,7.7,1.7,0.8,1.2,2.8,2.1,16.4,https://www.sports-reference.com/cbb/players/patrick-patterson-1.html,Drafted,2007-08
578,Kentucky,34.0,34.0,33.7,7.1,11.7,0.603,0.0,0.0,0.0,3.8,4.9,0.768,2.7,6.6,9.3,2.0,0.6,2.1,2.2,1.9,17.9,https://www.sports-reference.com/cbb/players/patrick-patterson-1.html,Drafted,2008-09
579,Kentucky,38.0,38.0,33.0,5.7,9.8,0.575,0.6,1.8,0.348,2.4,3.4,0.6920000000000001,3.1,4.4,7.4,0.9,0.7,1.3,1.6,1.1,14.3,https://www.sports-reference.com/cbb/players/patrick-patterson-1.html,Drafted,2009-10
580,VCU,32.0,16.0,16.6,2.0,3.9,0.504,0.0,0.0,,1.0,2.1,0.456,1.6,3.6,5.2,0.1,0.3,3.0,2.8,0.8,4.9,https://www.sports-reference.com/cbb/players/larry-sanders-1.html,Drafted,2007-08
581,VCU,34.0,34.0,26.6,4.6,9.0,0.51,0.0,0.0,,2.1,3.8,0.5579999999999999,2.9,5.7,8.6,0.4,0.6,2.7,3.6,2.1,11.3,https://www.sports-reference.com/cbb/players/larry-sanders-1.html,Drafted,2008-09
582,VCU,35.0,32.0,26.9,5.6,10.5,0.534,0.1,0.5,0.25,3.1,4.8,0.6409999999999999,3.0,6.1,9.1,1.0,0.7,2.6,2.9,1.7,14.4,https://www.sports-reference.com/cbb/players/larry-sanders-1.html,Drafted,2009-10
583,Kentucky,37.0,35.0,30.3,3.9,8.4,0.462,1.3,3.5,0.38299999999999995,2.2,3.3,0.667,0.5,2.6,3.1,2.9,1.4,0.3,2.2,3.0,11.3,https://www.sports-reference.com/cbb/players/eric-bledsoe-1.html,Drafted,2009-10
584,Texas,34.0,32.0,29.5,4.7,10.8,0.43200000000000005,1.2,3.3,0.375,1.1,1.9,0.545,1.0,1.9,2.9,2.1,1.3,0.5,2.4,1.5,11.6,https://www.sports-reference.com/cbb/players/avery-bradley-1.html,Drafted,2009-10
585,Iowa State,32.0,32.0,27.7,4.3,9.9,0.434,0.7,2.3,0.28,2.2,3.0,0.732,1.3,3.7,5.0,1.3,0.3,1.0,1.8,1.7,11.4,https://www.sports-reference.com/cbb/players/craig-brackins-1.html,Drafted,2007-08
586,Iowa State,32.0,31.0,32.5,7.6,16.0,0.475,0.7,2.3,0.284,4.3,6.2,0.6970000000000001,1.7,7.8,9.5,1.3,0.5,0.9,2.1,2.3,20.2,https://www.sports-reference.com/cbb/players/craig-brackins-1.html,Drafted,2008-09
587,Iowa State,32.0,32.0,35.1,6.0,14.3,0.42,0.8,2.7,0.31,3.7,4.8,0.76,2.1,6.4,8.5,2.2,0.8,1.2,2.0,2.1,16.5,https://www.sports-reference.com/cbb/players/craig-brackins-1.html,Drafted,2009-10
588,Duke,34.0,12.0,16.6,1.6,3.7,0.441,0.3,1.1,0.25,0.7,1.4,0.5,0.9,1.4,2.3,0.7,0.6,0.0,1.7,0.9,4.2,https://www.sports-reference.com/cbb/players/elliot-williams-1.html,Drafted,2008-09
589,Memphis,34.0,34.0,33.3,5.2,11.4,0.45899999999999996,1.8,4.8,0.366,5.7,7.5,0.758,0.7,3.2,4.0,3.8,1.3,0.1,2.0,2.9,17.9,https://www.sports-reference.com/cbb/players/elliot-williams-1.html,Drafted,2009-10
590,Clemson,36.0,36.0,25.9,4.4,7.3,0.602,0.0,0.0,,1.6,2.5,0.615,3.1,3.3,6.4,1.1,0.9,2.2,2.6,2.0,10.4,https://www.sports-reference.com/cbb/players/trevor-booker-1.html,Drafted,2006-07
591,Clemson,34.0,34.0,26.6,4.4,8.0,0.555,0.1,0.4,0.33299999999999996,2.0,3.4,0.573,2.7,4.6,7.3,1.5,0.6,1.9,2.6,2.0,11.0,https://www.sports-reference.com/cbb/players/trevor-booker-1.html,Drafted,2007-08
592,Clemson,32.0,32.0,30.7,5.9,10.3,0.5710000000000001,0.3,0.7,0.409,3.3,4.6,0.7070000000000001,3.3,6.4,9.7,1.7,1.5,2.0,1.7,1.8,15.3,https://www.sports-reference.com/cbb/players/trevor-booker-1.html,Drafted,2008-09
593,Clemson,32.0,32.0,30.8,5.9,11.3,0.521,0.3,1.1,0.265,3.2,5.3,0.591,2.8,5.6,8.4,2.5,1.3,1.4,2.0,1.9,15.2,https://www.sports-reference.com/cbb/players/trevor-booker-1.html,Drafted,2009-10
594,Texas,35.0,35.0,25.9,2.8,5.7,0.493,0.0,0.3,0.091,1.9,3.2,0.595,2.5,4.7,7.2,0.9,0.6,1.2,2.9,1.5,7.6,https://www.sports-reference.com/cbb/players/damion-james-1.html,Drafted,2006-07
595,Texas,38.0,36.0,31.2,5.1,11.0,0.461,1.0,2.4,0.413,2.0,3.6,0.57,3.1,7.2,10.3,1.3,0.7,1.3,2.6,1.6,13.2,https://www.sports-reference.com/cbb/players/damion-james-1.html,Drafted,2007-08
596,Texas,35.0,35.0,29.5,5.8,12.4,0.46799999999999997,0.8,2.5,0.326,3.0,4.4,0.684,2.9,6.3,9.2,1.3,1.0,0.9,2.7,2.3,15.4,https://www.sports-reference.com/cbb/players/damion-james-1.html,Drafted,2008-09
597,Texas,34.0,34.0,30.3,6.2,12.3,0.501,1.1,2.8,0.38299999999999995,4.6,6.8,0.674,3.1,7.1,10.3,1.0,1.7,1.2,2.9,2.0,18.0,https://www.sports-reference.com/cbb/players/damion-james-1.html,Drafted,2009-10
598,South Florida,31.0,31.0,35.0,5.7,12.4,0.46,1.7,4.9,0.353,4.0,5.2,0.759,1.4,3.2,4.6,2.8,1.5,0.3,2.4,2.3,17.1,https://www.sports-reference.com/cbb/players/dominique-jones-1.html,Drafted,2007-08
599,South Florida,31.0,30.0,37.5,6.2,14.9,0.419,1.7,5.6,0.309,3.9,5.5,0.708,2.0,3.6,5.6,3.9,1.3,0.4,2.5,2.6,18.1,https://www.sports-reference.com/cbb/players/dominique-jones-1.html,Drafted,2008-09
600,South Florida,33.0,33.0,37.1,6.7,14.9,0.45,1.6,5.1,0.311,6.3,8.5,0.741,1.1,5.0,6.1,3.6,1.7,0.6,2.8,2.9,21.4,https://www.sports-reference.com/cbb/players/dominique-jones-1.html,Drafted,2009-10
601,Washington,32.0,22.0,23.9,3.9,7.8,0.498,0.6,1.5,0.375,2.4,3.1,0.76,1.5,2.5,4.0,1.5,0.7,0.2,2.6,2.0,10.7,https://www.sports-reference.com/cbb/players/quincy-pondexter-1.html,Drafted,2006-07
602,Washington,33.0,9.0,24.4,3.6,7.9,0.452,0.5,1.6,0.28800000000000003,2.3,3.4,0.685,2.2,2.6,4.8,1.9,0.5,0.2,2.3,1.8,9.9,https://www.sports-reference.com/cbb/players/quincy-pondexter-1.html,Drafted,2007-08
603,Washington,35.0,35.0,28.1,4.7,9.2,0.511,0.1,0.4,0.214,2.5,3.4,0.742,2.8,3.1,5.9,1.6,0.7,0.4,2.8,1.9,12.1,https://www.sports-reference.com/cbb/players/quincy-pondexter-1.html,Drafted,2008-09
604,Washington,36.0,36.0,32.3,6.8,12.9,0.528,0.5,1.4,0.353,5.2,6.3,0.8270000000000001,3.0,4.4,7.4,1.8,1.3,0.6,2.5,1.9,19.3,https://www.sports-reference.com/cbb/players/quincy-pondexter-1.html,Drafted,2009-10
605,Indiana,30.0,8.0,25.3,3.6,8.1,0.44,1.0,2.7,0.366,1.6,2.1,0.746,1.1,2.2,3.4,2.3,0.9,0.2,1.6,1.9,9.7,https://www.sports-reference.com/cbb/players/jordan-crawford-1.html,Drafted,2007-08
606,Xavier,35.0,34.0,32.8,7.4,16.1,0.462,2.3,5.8,0.391,3.4,4.4,0.773,1.0,3.8,4.7,2.9,1.3,0.2,1.6,2.4,20.5,https://www.sports-reference.com/cbb/players/jordan-crawford-1.html,Drafted,2009-10
607,Kentucky,38.0,0.0,13.2,1.3,2.4,0.527,0.0,0.1,0.0,0.9,1.7,0.524,1.2,2.1,3.3,0.4,0.6,1.4,2.3,1.0,3.4,https://www.sports-reference.com/cbb/players/daniel-orton-1.html,Drafted,2009-10
608,Marquette,34.0,16.0,16.3,2.4,5.7,0.428,0.3,1.4,0.20800000000000002,1.4,2.1,0.667,1.8,1.9,3.6,0.3,0.6,0.1,2.1,1.0,6.6,https://www.sports-reference.com/cbb/players/lazar-hayward-1.html,Drafted,2006-07
609,Marquette,35.0,33.0,25.4,4.5,9.5,0.474,1.2,2.6,0.451,2.6,3.4,0.773,1.9,4.6,6.5,0.6,1.1,0.4,2.7,1.8,12.8,https://www.sports-reference.com/cbb/players/lazar-hayward-1.html,Drafted,2007-08
610,Marquette,35.0,35.0,31.7,5.8,12.4,0.469,1.5,4.2,0.358,3.1,3.8,0.82,2.8,5.8,8.6,1.1,1.0,0.3,2.5,1.9,16.3,https://www.sports-reference.com/cbb/players/lazar-hayward-1.html,Drafted,2008-09
611,Marquette,34.0,34.0,32.3,6.5,15.1,0.43200000000000005,1.9,5.5,0.349,3.1,3.7,0.843,2.1,5.4,7.5,1.5,1.9,0.5,3.4,2.0,18.1,https://www.sports-reference.com/cbb/players/lazar-hayward-1.html,Drafted,2009-10
612,Texas,29.0,0.0,5.3,1.0,1.7,0.604,0.0,0.0,,0.6,1.2,0.47100000000000003,1.0,0.8,1.8,0.1,0.2,0.3,1.4,0.4,2.6,https://www.sports-reference.com/cbb/players/dexter-pittman-1.html,Drafted,2006-07
613,Texas,36.0,1.0,6.8,1.1,1.9,0.5589999999999999,0.0,0.0,,0.6,1.1,0.561,1.3,1.1,2.4,0.2,0.1,0.5,1.1,0.6,2.8,https://www.sports-reference.com/cbb/players/dexter-pittman-1.html,Drafted,2007-08
614,Texas,35.0,24.0,16.6,3.7,6.0,0.616,0.0,0.0,,2.7,3.9,0.691,2.6,2.8,5.5,0.4,0.4,0.9,2.7,1.4,10.1,https://www.sports-reference.com/cbb/players/dexter-pittman-1.html,Drafted,2008-09
615,Texas,34.0,34.0,19.1,4.1,6.3,0.654,0.0,0.0,,2.2,4.0,0.556,3.0,2.9,5.9,0.5,0.4,1.9,2.6,1.8,10.4,https://www.sports-reference.com/cbb/players/dexter-pittman-1.html,Drafted,2009-10
616,Marshall,34.0,23.0,26.1,4.9,9.4,0.524,0.1,0.1,0.6,3.2,5.5,0.588,2.7,6.2,8.9,0.3,0.6,5.4,2.4,1.9,13.1,https://www.sports-reference.com/cbb/players/hassan-whiteside-1.html,Drafted,2009-10
617,Nevada,33.0,32.0,31.2,4.1,8.4,0.48200000000000004,0.8,2.5,0.34600000000000003,2.5,3.2,0.7759999999999999,0.8,3.3,4.0,3.4,0.8,0.2,2.1,2.4,11.5,https://www.sports-reference.com/cbb/players/armon-johnson-1.html,Drafted,2007-08
618,Nevada,34.0,33.0,32.3,5.7,13.2,0.431,0.7,2.6,0.278,3.4,4.3,0.789,0.8,2.8,3.6,4.3,0.9,0.2,1.2,2.5,15.5,https://www.sports-reference.com/cbb/players/armon-johnson-1.html,Drafted,2008-09
619,Nevada,34.0,34.0,34.5,6.4,13.0,0.495,0.5,2.1,0.239,2.4,3.5,0.6779999999999999,0.8,2.6,3.4,5.6,0.8,0.4,1.8,3.4,15.7,https://www.sports-reference.com/cbb/players/armon-johnson-1.html,Drafted,2009-10
620,Syracuse,20.0,0.0,8.0,1.0,2.7,0.377,0.8,2.3,0.326,0.2,0.3,0.5,0.3,0.6,0.9,0.7,0.3,0.1,1.2,0.2,2.9,https://www.sports-reference.com/cbb/players/andy-rautins-1.html,Drafted,2005-06
621,Syracuse,35.0,20.0,21.2,2.4,6.5,0.37200000000000005,1.9,5.4,0.35600000000000004,0.5,0.7,0.708,0.4,1.5,2.0,1.5,1.3,0.2,1.8,1.3,7.2,https://www.sports-reference.com/cbb/players/andy-rautins-1.html,Drafted,2006-07
622,Syracuse,37.0,10.0,28.6,3.4,9.0,0.38,2.8,7.5,0.366,0.9,1.2,0.733,0.4,3.0,3.3,3.0,1.4,0.2,2.0,2.0,10.5,https://www.sports-reference.com/cbb/players/andy-rautins-1.html,Drafted,2008-09
623,Syracuse,35.0,35.0,32.5,3.7,8.5,0.43799999999999994,2.8,6.9,0.40700000000000003,1.9,2.3,0.815,0.5,2.9,3.4,4.9,2.0,0.2,2.2,2.8,12.1,https://www.sports-reference.com/cbb/players/andy-rautins-1.html,Drafted,2009-10
624,Stanford,30.0,0.0,14.0,1.5,4.1,0.363,0.7,2.2,0.303,0.5,0.8,0.652,0.8,1.7,2.5,0.7,0.2,0.1,1.0,0.8,4.2,https://www.sports-reference.com/cbb/players/landry-fields-1.html,Drafted,2006-07
625,Stanford,33.0,0.0,12.6,1.4,3.8,0.36200000000000004,0.7,1.9,0.355,0.6,1.0,0.625,0.5,1.5,2.0,1.0,0.3,0.2,1.2,0.8,4.1,https://www.sports-reference.com/cbb/players/landry-fields-1.html,Drafted,2007-08
626,Stanford,34.0,33.0,30.7,4.7,9.4,0.498,0.9,2.6,0.368,2.3,3.5,0.65,2.3,4.3,6.6,1.9,1.2,0.5,2.1,1.9,12.6,https://www.sports-reference.com/cbb/players/landry-fields-1.html,Drafted,2008-09
627,Stanford,32.0,32.0,36.3,7.8,15.8,0.49,0.9,2.7,0.337,5.6,8.0,0.696,2.5,6.2,8.8,2.8,1.6,0.8,2.0,2.6,22.0,https://www.sports-reference.com/cbb/players/landry-fields-1.html,Drafted,2009-10
