,School,GP,GS,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,TOV,PTS,Link,DraftStatus,Season
421,Vanderbilt,29.0,6.0,12.4,1.4,2.6,0.547,0.0,0.0,,1.0,1.9,0.509,1.0,1.6,2.6,0.0,0.1,0.8,2.0,1.5,3.8,https://www.sports-reference.com/cbb/players/festus-ezeli-1.html,Drafted,2008-09
422,Vanderbilt,32.0,5.0,12.7,1.5,2.8,0.544,0.0,0.0,,0.7,1.8,0.373,0.9,2.3,3.2,0.1,0.2,1.3,2.2,1.1,3.8,https://www.sports-reference.com/cbb/players/festus-ezeli-1.html,Drafted,2009-10
423,Vanderbilt,34.0,34.0,23.5,4.4,7.6,0.588,0.0,0.0,,4.1,6.4,0.648,2.8,3.5,6.3,0.2,0.6,2.6,3.1,1.8,13.0,https://www.sports-reference.com/cbb/players/festus-ezeli-1.html,Drafted,2010-11
424,Vanderbilt,26.0,22.0,23.2,3.4,6.3,0.539,0.0,0.0,,3.2,5.3,0.604,2.4,3.5,5.9,0.3,0.4,2.0,3.2,2.2,10.1,https://www.sports-reference.com/cbb/players/festus-ezeli-1.html,Drafted,2011-12
425,Vanderbilt,31.0,31.0,26.0,4.4,8.7,0.502,0.3,1.3,0.22,3.1,4.5,0.691,2.6,3.5,6.2,1.7,0.9,0.4,2.5,2.2,12.2,https://www.sports-reference.com/cbb/players/jeffery-taylor-1.html,Drafted,2008-09
426,Vanderbilt,33.0,33.0,26.8,4.5,9.1,0.493,0.0,0.3,0.091,4.3,5.7,0.746,1.9,3.3,5.2,1.7,1.1,0.4,2.6,2.2,13.3,https://www.sports-reference.com/cbb/players/jeffery-taylor-1.html,Drafted,2009-10
427,Vanderbilt,34.0,33.0,31.7,5.0,11.2,0.449,1.1,3.3,0.345,3.5,4.9,0.7190000000000001,1.7,3.9,5.5,2.4,1.0,0.6,2.4,2.6,14.7,https://www.sports-reference.com/cbb/players/jeffery-taylor-1.html,Drafted,2010-11
428,Vanderbilt,36.0,36.0,32.1,5.8,11.8,0.493,1.8,4.3,0.423,2.6,4.4,0.605,2.1,3.4,5.6,1.7,1.3,0.4,1.9,2.2,16.1,https://www.sports-reference.com/cbb/players/jeffery-taylor-1.html,Drafted,2011-12
429,Florida State,34.0,22.0,21.1,3.4,5.2,0.657,0.0,0.0,,1.7,3.4,0.504,2.2,3.7,5.9,0.2,0.9,2.4,1.6,1.5,8.6,https://www.sports-reference.com/cbb/players/bernard-james--1.html,Drafted,2010-11
430,Florida State,35.0,35.0,28.0,4.5,7.4,0.606,0.0,0.0,,1.8,3.3,0.552,3.1,5.0,8.1,0.5,0.7,2.3,1.9,2.1,10.8,https://www.sports-reference.com/cbb/players/bernard-james--1.html,Drafted,2011-12
431,31,26.0,4.3,10.4,0.41200000000000003,3.0,6.4,0.32,2.5,3.9,0.642,2.1,2.8,4.9,2.1,0.6,0.4,2.6,2.6,,12.4,,https://www.sports-reference.com/cbb/players/orlando-johnson-1.html,Drafted,
432,93,33.0,6.5,13.9,0.46799999999999997,4.5,9.1,0.41100000000000003,4.7,6.3,0.736,1.7,4.1,5.8,2.7,1.0,0.6,2.6,2.1,,19.6,,https://www.sports-reference.com/cbb/players/orlando-johnson-1.html,Drafted,
433,Baylor,34.0,10.0,16.4,2.1,3.2,0.655,0.0,0.0,,1.2,2.1,0.569,1.4,2.2,3.6,0.3,0.6,1.0,2.2,1.0,5.4,https://www.sports-reference.com/cbb/players/quincy-acy-1.html,Drafted,2008-09
434,Baylor,36.0,0.0,23.3,3.8,5.4,0.6970000000000001,0.0,0.0,,1.8,2.4,0.716,1.8,3.3,5.1,0.3,0.5,0.8,2.3,1.3,9.3,https://www.sports-reference.com/cbb/players/quincy-acy-1.html,Drafted,2009-10
435,Baylor,31.0,18.0,31.0,4.4,8.3,0.535,0.0,0.1,0.0,3.6,5.2,0.685,2.8,4.8,7.6,0.9,0.9,1.5,2.5,2.1,12.4,https://www.sports-reference.com/cbb/players/quincy-acy-1.html,Drafted,2010-11
436,Baylor,38.0,38.0,29.7,4.2,7.2,0.5770000000000001,0.1,0.1,0.6,3.6,4.6,0.782,2.6,4.8,7.4,1.0,0.9,1.8,3.1,1.9,12.0,https://www.sports-reference.com/cbb/players/quincy-acy-1.html,Drafted,2011-12
437,Baylor,37.0,35.0,24.4,3.7,8.4,0.447,0.6,1.9,0.348,2.5,3.1,0.816,1.5,3.5,4.9,1.4,0.7,0.6,1.9,1.8,10.6,https://www.sports-reference.com/cbb/players/quincy-miller-1.html,Drafted,2011-12
438,Texas A&amp;M,34.0,22.0,20.9,2.3,5.6,0.41600000000000004,1.0,3.0,0.324,1.6,2.1,0.75,1.2,2.5,3.7,1.1,0.9,0.3,2.4,1.2,7.2,https://www.sports-reference.com/cbb/players/khris-middleton-1.html,Drafted,2009-10
439,Texas A&amp;M,33.0,33.0,29.6,4.8,10.7,0.45,1.2,3.3,0.361,3.5,4.5,0.784,1.9,3.3,5.2,2.8,1.2,0.1,2.1,2.7,14.3,https://www.sports-reference.com/cbb/players/khris-middleton-1.html,Drafted,2010-11
440,Texas A&amp;M,20.0,17.0,28.8,5.1,12.3,0.415,1.0,3.9,0.26,2.0,2.6,0.75,1.3,3.7,5.0,2.3,1.0,0.3,1.9,2.2,13.2,https://www.sports-reference.com/cbb/players/khris-middleton-1.html,Drafted,2011-12
441,Virginia,32.0,21.0,18.1,2.0,4.5,0.441,0.1,0.3,0.4,1.6,2.3,0.703,2.1,3.2,5.3,0.5,0.6,0.4,2.2,0.8,5.7,https://www.sports-reference.com/cbb/players/mike-scott-4.html,Drafted,2007-08
442,Virginia,28.0,19.0,27.6,4.0,7.3,0.544,0.1,0.2,0.33299999999999996,2.3,3.0,0.741,3.4,4.0,7.4,0.8,0.9,0.3,2.4,1.8,10.3,https://www.sports-reference.com/cbb/players/mike-scott-4.html,Drafted,2008-09
443,Virginia,28.0,25.0,27.4,5.1,10.1,0.505,0.1,0.3,0.429,1.6,2.3,0.7190000000000001,2.3,4.9,7.2,1.3,0.6,0.3,1.9,1.6,12.0,https://www.sports-reference.com/cbb/players/mike-scott-4.html,Drafted,2009-10
444,Virginia,10.0,9.0,33.7,5.3,11.0,0.48200000000000004,0.1,0.1,1.0,5.2,5.9,0.8809999999999999,3.8,6.4,10.2,1.6,0.3,0.7,1.6,2.4,15.9,https://www.sports-reference.com/cbb/players/mike-scott-4.html,Drafted,2010-11
445,Virginia,32.0,32.0,31.2,6.7,11.9,0.563,0.2,0.6,0.3,4.3,5.4,0.8079999999999999,2.2,6.1,8.3,1.2,0.7,0.5,1.8,2.1,18.0,https://www.sports-reference.com/cbb/players/mike-scott-4.html,Drafted,2011-12
446,Missouri,38.0,13.0,14.4,2.2,5.6,0.387,1.1,2.9,0.373,1.1,1.5,0.7240000000000001,0.5,1.1,1.6,1.1,0.5,0.1,1.4,1.0,6.5,https://www.sports-reference.com/cbb/players/kim-english-1.html,Drafted,2008-09
447,Missouri,34.0,29.0,24.1,4.6,11.7,0.39299999999999996,2.0,5.4,0.37,2.8,3.8,0.731,0.9,2.5,3.4,1.1,1.3,0.1,1.7,2.1,14.0,https://www.sports-reference.com/cbb/players/kim-english-1.html,Drafted,2009-10
448,Missouri,34.0,29.0,25.6,3.1,8.5,0.366,1.5,4.2,0.366,2.3,3.1,0.726,0.5,2.6,3.1,2.0,1.2,0.3,1.7,2.0,10.0,https://www.sports-reference.com/cbb/players/kim-english-1.html,Drafted,2010-11
449,Missouri,35.0,35.0,33.6,4.9,9.4,0.521,2.2,4.9,0.45899999999999996,2.5,3.4,0.725,0.9,3.4,4.2,1.6,1.3,0.3,2.4,1.7,14.5,https://www.sports-reference.com/cbb/players/kim-english-1.html,Drafted,2011-12
450,Iowa State,32.0,18.0,13.7,1.8,3.1,0.57,0.0,0.0,,0.7,1.0,0.6559999999999999,1.2,1.8,2.9,0.2,0.1,0.5,1.2,0.4,4.2,https://www.sports-reference.com/cbb/players/justin-hamilton-2.html,Drafted,2008-09
451,Iowa State,31.0,31.0,21.4,2.4,3.9,0.617,0.0,0.0,,1.6,2.3,0.7,2.7,2.7,5.4,0.3,0.3,1.1,2.3,1.0,6.4,https://www.sports-reference.com/cbb/players/justin-hamilton-2.html,Drafted,2009-10
452,LSU,33.0,32.0,30.0,4.8,9.7,0.494,0.1,0.4,0.25,3.2,4.2,0.7809999999999999,3.3,3.9,7.2,0.9,0.8,1.3,2.5,1.7,12.9,https://www.sports-reference.com/cbb/players/justin-hamilton-2.html,Drafted,2011-12
453,Kentucky,36.0,2.0,21.2,1.8,4.5,0.41,0.5,1.5,0.33299999999999996,1.1,1.4,0.804,0.8,2.3,3.1,2.0,0.8,0.6,2.6,1.8,5.3,https://www.sports-reference.com/cbb/players/darius-miller-1.html,Drafted,2008-09
454,Kentucky,38.0,32.0,21.2,2.3,5.7,0.4,1.1,3.4,0.336,0.8,1.0,0.795,0.9,1.6,2.5,1.5,0.6,0.6,1.9,0.9,6.5,https://www.sports-reference.com/cbb/players/darius-miller-1.html,Drafted,2009-10
455,Kentucky,38.0,37.0,31.0,3.9,8.2,0.478,1.5,3.4,0.44299999999999995,1.5,1.8,0.853,1.3,3.2,4.6,1.7,0.8,1.1,2.6,1.5,10.9,https://www.sports-reference.com/cbb/players/darius-miller-1.html,Drafted,2010-11
456,Kentucky,40.0,11.0,26.1,3.6,7.6,0.474,1.4,3.7,0.376,1.4,1.7,0.797,0.9,1.9,2.8,2.1,0.8,0.3,2.2,1.5,9.9,https://www.sports-reference.com/cbb/players/darius-miller-1.html,Drafted,2011-12
457,Tennessee Tech,30.0,19.0,20.3,3.2,8.3,0.38299999999999995,1.3,3.0,0.418,2.0,2.7,0.72,0.8,2.2,2.9,1.6,0.6,0.2,1.8,2.5,9.6,https://www.sports-reference.com/cbb/players/kevin-murphy-1.html,Drafted,2008-09
458,Tennessee Tech,32.0,30.0,31.3,5.3,12.0,0.442,1.2,3.8,0.306,3.6,4.7,0.755,1.2,2.8,3.9,2.1,0.7,0.1,2.3,2.8,15.3,https://www.sports-reference.com/cbb/players/kevin-murphy-1.html,Drafted,2009-10
459,Tennessee Tech,33.0,28.0,29.3,6.1,12.8,0.478,1.1,3.4,0.33299999999999996,3.6,4.9,0.735,0.5,3.9,4.5,1.8,1.0,0.2,2.2,3.2,17.0,https://www.sports-reference.com/cbb/players/kevin-murphy-1.html,Drafted,2010-11
460,Tennessee Tech,33.0,32.0,34.5,7.2,16.3,0.444,2.4,5.8,0.41600000000000004,3.8,5.2,0.721,0.9,4.3,5.2,2.3,0.8,0.2,2.2,3.3,20.6,https://www.sports-reference.com/cbb/players/kevin-murphy-1.html,Drafted,2011-12
461,Syracuse,34.0,2.0,13.5,1.3,3.0,0.42700000000000005,0.2,0.8,0.26899999999999996,0.6,1.5,0.40399999999999997,0.8,1.6,2.4,0.5,0.9,0.2,1.0,0.8,3.4,https://www.sports-reference.com/cbb/players/kris-joseph-1.html,Drafted,2008-09
462,Syracuse,35.0,4.0,27.8,3.6,7.4,0.49,0.3,1.2,0.22,3.3,4.4,0.748,1.7,3.8,5.5,1.7,1.4,0.4,1.8,1.8,10.8,https://www.sports-reference.com/cbb/players/kris-joseph-1.html,Drafted,2009-10
463,Syracuse,34.0,34.0,32.4,4.6,10.1,0.456,1.3,3.6,0.366,3.8,5.3,0.711,1.1,4.1,5.2,2.2,1.5,0.6,1.9,2.1,14.3,https://www.sports-reference.com/cbb/players/kris-joseph-1.html,Drafted,2010-11
464,Syracuse,37.0,37.0,32.2,4.4,10.5,0.42100000000000004,1.4,4.0,0.345,3.2,4.2,0.745,1.5,3.2,4.7,1.5,1.4,0.6,1.7,1.5,13.4,https://www.sports-reference.com/cbb/players/kris-joseph-1.html,Drafted,2011-12
465,Marquette,34.0,22.0,29.7,4.5,9.8,0.455,2.1,4.5,0.474,1.9,2.8,0.677,0.5,2.2,2.6,2.4,0.9,0.2,2.3,2.0,13.0,https://www.sports-reference.com/cbb/players/darius-johnson-odom-1.html,Drafted,2009-10
466,Marquette,37.0,35.0,30.0,5.3,12.2,0.433,1.9,5.3,0.364,3.3,4.6,0.708,0.5,2.5,3.0,2.4,0.8,0.2,2.5,2.0,15.8,https://www.sports-reference.com/cbb/players/darius-johnson-odom-1.html,Drafted,2010-11
467,Marquette,34.0,33.0,32.9,6.2,13.8,0.447,2.3,5.9,0.385,3.7,4.9,0.764,0.6,2.9,3.5,2.7,0.9,0.1,2.0,2.4,18.3,https://www.sports-reference.com/cbb/players/darius-johnson-odom-1.html,Drafted,2011-12
468,Purdue,33.0,31.0,28.5,3.6,7.5,0.484,1.3,2.8,0.447,2.9,3.4,0.865,2.6,3.5,6.1,2.5,1.3,0.7,3.0,1.4,11.4,https://www.sports-reference.com/cbb/players/robbie-hummel-1.html,Drafted,2007-08
469,Purdue,32.0,27.0,29.5,4.2,9.6,0.43799999999999994,1.8,4.8,0.381,2.2,2.9,0.755,1.7,5.3,7.0,1.9,1.1,0.6,2.4,1.0,12.5,https://www.sports-reference.com/cbb/players/robbie-hummel-1.html,Drafted,2008-09
470,Purdue,27.0,27.0,30.3,5.0,11.0,0.456,1.6,4.4,0.364,4.1,4.5,0.902,1.6,5.3,6.9,2.1,1.1,1.0,2.1,1.0,15.7,https://www.sports-reference.com/cbb/players/robbie-hummel-1.html,Drafted,2009-10
471,Purdue,35.0,35.0,32.2,5.5,13.3,0.41700000000000004,2.1,5.4,0.38299999999999995,3.2,3.9,0.825,1.6,5.6,7.2,1.9,0.7,1.2,2.1,0.9,16.4,https://www.sports-reference.com/cbb/players/robbie-hummel-1.html,Drafted,2011-12
472,Gonzaga,29.0,10.0,9.3,1.0,2.2,0.444,0.0,0.0,,0.9,1.4,0.634,0.6,1.2,1.8,0.2,0.2,0.2,1.2,0.5,2.8,https://www.sports-reference.com/cbb/players/robert-sacre-1.html,Drafted,2007-08
473,Gonzaga,5.0,0.0,8.8,1.0,1.4,0.7140000000000001,0.0,0.0,,1.0,1.6,0.625,1.4,1.4,2.8,0.0,0.2,0.4,1.4,0.4,3.0,https://www.sports-reference.com/cbb/players/robert-sacre-1.html,Drafted,2008-09
474,Gonzaga,34.0,33.0,25.3,3.6,6.8,0.526,0.0,0.0,1.0,3.1,5.0,0.629,1.9,3.5,5.4,0.6,0.7,1.9,2.9,2.0,10.3,https://www.sports-reference.com/cbb/players/robert-sacre-1.html,Drafted,2009-10
475,Gonzaga,35.0,35.0,25.9,3.9,8.1,0.488,0.0,0.0,0.0,4.7,5.7,0.823,2.5,3.9,6.3,1.1,0.8,1.9,2.7,2.1,12.5,https://www.sports-reference.com/cbb/players/robert-sacre-1.html,Drafted,2010-11
476,Gonzaga,33.0,33.0,26.3,3.5,6.9,0.511,0.0,0.1,0.0,4.5,6.0,0.7609999999999999,2.0,4.3,6.3,0.7,0.4,1.4,2.2,1.8,11.6,https://www.sports-reference.com/cbb/players/robert-sacre-1.html,Drafted,2011-12
477,Duke,11.0,8.0,27.5,5.0,9.5,0.529,1.6,3.5,0.462,5.8,6.5,0.9009999999999999,0.5,2.8,3.4,4.3,1.5,0.5,2.1,2.5,17.5,https://www.sports-reference.com/cbb/players/kyrie-irving-1.html,Drafted,2010-11
478,Texas,36.0,34.0,30.7,4.8,8.8,0.546,0.0,0.0,,3.5,7.3,0.48700000000000004,3.8,4.0,7.8,1.3,0.9,2.4,2.8,1.8,13.1,https://www.sports-reference.com/cbb/players/tristan-thompson-2.html,Drafted,2010-11
479,Kentucky,38.0,38.0,35.9,5.7,13.5,0.423,2.3,6.1,0.377,3.6,4.5,0.795,0.7,3.4,4.0,4.2,0.7,0.2,2.2,3.2,17.3,https://www.sports-reference.com/cbb/players/brandon-knight-1.html,Drafted,2010-11
480,Washington State,33.0,33.0,33.1,4.8,11.5,0.42100000000000004,2.1,5.0,0.41200000000000003,0.8,0.9,0.903,0.8,3.4,4.2,1.9,0.9,0.6,2.0,2.1,12.5,https://www.sports-reference.com/cbb/players/klay-thompson-1.html,Drafted,2008-09
481,Washington State,31.0,30.0,35.4,6.5,15.6,0.41200000000000003,2.5,6.7,0.364,4.3,5.4,0.8009999999999999,1.2,3.9,5.1,2.3,1.4,0.7,2.4,3.4,19.6,https://www.sports-reference.com/cbb/players/klay-thompson-1.html,Drafted,2009-10
482,Washington State,34.0,33.0,34.7,7.1,16.2,0.436,2.9,7.2,0.39799999999999996,4.6,5.4,0.838,0.7,4.5,5.2,3.7,1.6,0.9,2.9,3.4,21.6,https://www.sports-reference.com/cbb/players/klay-thompson-1.html,Drafted,2010-11
483,Colorado,30.0,30.0,30.2,5.7,10.7,0.5379999999999999,0.6,1.8,0.35200000000000004,5.0,6.4,0.772,1.9,3.1,5.0,1.8,1.2,0.4,2.5,1.9,17.1,https://www.sports-reference.com/cbb/players/alec-burks-1.html,Drafted,2009-10
484,Colorado,38.0,37.0,31.4,6.6,14.1,0.469,0.7,2.5,0.292,6.6,7.9,0.825,2.4,4.1,6.5,2.9,1.1,0.3,2.3,2.6,20.5,https://www.sports-reference.com/cbb/players/alec-burks-1.html,Drafted,2010-11
485,Kansas,35.0,7.0,15.6,1.7,3.8,0.44799999999999995,0.1,0.5,0.188,1.1,1.7,0.65,1.5,3.0,4.4,1.0,0.4,0.7,2.8,1.2,4.6,https://www.sports-reference.com/cbb/players/markieff-morris-1.html,Drafted,2008-09
486,Kansas,36.0,2.0,17.6,2.4,4.2,0.5660000000000001,0.3,0.5,0.526,1.7,2.7,0.622,1.8,3.6,5.3,1.1,0.4,1.0,2.6,1.4,6.8,https://www.sports-reference.com/cbb/players/markieff-morris-1.html,Drafted,2009-10
487,Kansas,38.0,34.0,24.4,5.1,8.7,0.589,0.7,1.6,0.424,2.7,4.0,0.6729999999999999,2.7,5.6,8.3,1.4,0.8,1.1,2.8,2.1,13.6,https://www.sports-reference.com/cbb/players/markieff-morris-1.html,Drafted,2010-11
488,San Diego State,34.0,33.0,31.3,4.9,10.7,0.455,0.5,2.3,0.205,2.5,3.4,0.726,3.5,6.4,9.9,1.9,1.4,0.7,2.5,2.3,12.7,https://www.sports-reference.com/cbb/players/kawhi-leonard-1.html,Drafted,2009-10
489,San Diego State,36.0,36.0,32.6,5.9,13.2,0.444,0.7,2.4,0.29100000000000004,3.1,4.0,0.759,3.1,7.5,10.6,2.5,1.4,0.6,2.5,2.1,15.5,https://www.sports-reference.com/cbb/players/kawhi-leonard-1.html,Drafted,2010-11
490,USC,23.0,3.0,11.0,1.1,2.0,0.578,0.0,0.1,0.0,0.3,0.3,0.875,1.0,1.7,2.7,0.3,0.4,0.4,1.5,0.6,2.6,https://www.sports-reference.com/cbb/players/nikola-vucevic-1.html,Drafted,2008-09
491,USC,30.0,30.0,32.3,4.2,8.3,0.504,0.3,1.2,0.222,2.0,2.8,0.718,3.1,6.3,9.4,1.2,0.6,1.3,2.7,1.9,10.7,https://www.sports-reference.com/cbb/players/nikola-vucevic-1.html,Drafted,2009-10
492,USC,34.0,34.0,34.9,6.3,12.5,0.505,0.9,2.4,0.349,3.6,4.8,0.755,2.9,7.4,10.3,1.6,0.5,1.4,2.8,1.7,17.1,https://www.sports-reference.com/cbb/players/nikola-vucevic-1.html,Drafted,2010-11
493,Georgia Tech,31.0,31.0,31.6,3.4,8.7,0.391,1.0,3.3,0.314,2.8,4.2,0.6559999999999999,0.7,3.2,3.9,5.0,2.1,0.2,2.9,3.7,10.6,https://www.sports-reference.com/cbb/players/iman-shumpert-1.html,Drafted,2008-09
494,Georgia Tech,30.0,29.0,30.1,3.5,9.0,0.385,1.2,3.7,0.33299999999999996,1.8,2.5,0.72,0.9,2.7,3.6,4.0,1.9,0.2,2.3,3.1,10.0,https://www.sports-reference.com/cbb/players/iman-shumpert-1.html,Drafted,2009-10
495,Georgia Tech,31.0,31.0,32.0,5.7,14.1,0.406,1.4,4.9,0.278,4.5,5.6,0.8059999999999999,1.7,4.2,5.9,3.5,2.7,0.2,2.8,2.3,17.3,https://www.sports-reference.com/cbb/players/iman-shumpert-1.html,Drafted,2010-11
496,Florida State,35.0,34.0,26.9,2.7,6.6,0.409,1.0,2.9,0.33299999999999996,1.7,2.7,0.611,1.9,3.1,4.9,1.1,1.5,1.3,3.0,2.0,8.1,https://www.sports-reference.com/cbb/players/chris-singleton-1.html,Drafted,2008-09
497,Florida State,32.0,32.0,31.4,3.7,8.9,0.41200000000000003,1.1,3.7,0.297,1.8,3.6,0.496,2.1,4.9,7.0,2.2,2.2,1.5,3.0,3.0,10.2,https://www.sports-reference.com/cbb/players/chris-singleton-1.html,Drafted,2009-10
498,Florida State,28.0,25.0,29.1,4.4,10.2,0.434,1.3,3.4,0.368,3.0,4.5,0.667,2.1,4.8,6.8,1.2,2.0,1.5,3.2,2.2,13.1,https://www.sports-reference.com/cbb/players/chris-singleton-1.html,Drafted,2010-11
499,Tennessee,34.0,33.0,29.2,5.4,11.8,0.46,0.7,2.2,0.303,3.8,5.0,0.753,2.0,5.3,7.3,1.3,0.7,0.9,2.1,1.8,15.3,https://www.sports-reference.com/cbb/players/tobias-harris-1.html,Drafted,2010-11
500,Boston College,34.0,0.0,20.0,2.7,6.1,0.44,0.5,1.9,0.273,1.1,1.6,0.685,1.2,2.1,3.3,1.7,0.8,0.4,1.5,1.2,7.0,https://www.sports-reference.com/cbb/players/reggie-jackson-1.html,Drafted,2008-09
501,Boston College,31.0,20.0,30.1,4.7,10.9,0.43,1.0,3.5,0.29100000000000004,2.5,3.4,0.733,1.9,3.8,5.7,4.5,0.6,0.5,2.0,2.6,12.9,https://www.sports-reference.com/cbb/players/reggie-jackson-1.html,Drafted,2009-10
502,Boston College,34.0,32.0,34.1,6.4,12.8,0.503,2.1,5.0,0.42,3.2,4.0,0.7959999999999999,1.0,3.3,4.3,4.5,1.1,0.5,1.7,2.4,18.2,https://www.sports-reference.com/cbb/players/reggie-jackson-1.html,Drafted,2010-11
503,Providence,18.0,0.0,9.3,1.2,3.1,0.382,0.3,1.1,0.263,0.8,1.2,0.7140000000000001,0.4,0.5,0.9,0.4,0.3,0.2,0.7,0.7,3.4,https://www.sports-reference.com/cbb/players/marshon-brooks-1.html,Drafted,2007-08
504,Providence,32.0,0.0,21.8,3.8,8.7,0.43700000000000006,1.3,4.0,0.313,1.7,2.5,0.684,1.4,2.2,3.6,1.4,1.1,0.7,1.8,1.4,10.6,https://www.sports-reference.com/cbb/players/marshon-brooks-1.html,Drafted,2008-09
505,Providence,31.0,25.0,26.6,5.4,11.6,0.467,1.5,4.2,0.35100000000000003,1.9,2.7,0.711,1.8,2.4,4.2,1.4,1.3,0.5,2.3,1.7,14.2,https://www.sports-reference.com/cbb/players/marshon-brooks-1.html,Drafted,2009-10
506,Providence,32.0,31.0,36.5,8.6,17.8,0.483,2.1,6.2,0.34,5.3,6.8,0.772,2.3,4.8,7.0,2.5,1.5,1.2,2.5,3.1,24.6,https://www.sports-reference.com/cbb/players/marshon-brooks-1.html,Drafted,2010-11
507,Texas,34.0,0.0,19.9,3.6,8.8,0.41,1.7,4.7,0.365,1.1,1.9,0.578,1.0,2.7,3.7,1.5,0.8,0.4,1.3,1.4,10.0,https://www.sports-reference.com/cbb/players/jordan-hamilton-2.html,Drafted,2009-10
508,Texas,36.0,36.0,32.2,6.8,15.3,0.44,2.5,6.5,0.385,2.6,3.4,0.779,2.0,5.7,7.7,2.1,0.9,0.6,1.8,2.1,18.6,https://www.sports-reference.com/cbb/players/jordan-hamilton-2.html,Drafted,2010-11
509,Texas,36.0,36.0,32.4,3.8,8.9,0.42200000000000004,1.4,3.5,0.413,1.4,2.0,0.6990000000000001,0.6,2.9,3.6,3.0,1.0,0.3,1.8,1.5,10.4,https://www.sports-reference.com/cbb/players/cory-joseph-1.html,Drafted,2010-11
510,Marquette,35.0,0.0,19.6,1.6,3.1,0.514,0.0,0.1,0.0,2.5,3.2,0.768,2.1,1.8,3.9,0.7,0.5,0.5,1.9,0.5,5.6,https://www.sports-reference.com/cbb/players/jimmy-butler-1.html,Drafted,2008-09
511,Marquette,34.0,34.0,34.3,4.4,8.2,0.53,0.5,0.9,0.5,5.5,7.2,0.7659999999999999,2.4,3.9,6.4,2.0,1.3,0.6,2.0,1.1,14.7,https://www.sports-reference.com/cbb/players/jimmy-butler-1.html,Drafted,2009-10
512,Marquette,37.0,35.0,34.6,5.1,10.3,0.49,0.5,1.6,0.345,5.1,6.5,0.7829999999999999,2.4,3.6,6.1,2.3,1.4,0.4,1.3,1.5,15.7,https://www.sports-reference.com/cbb/players/jimmy-butler-1.html,Drafted,2010-11
513,Richmond,29.0,0.0,8.6,1.2,2.8,0.45,0.6,1.5,0.37200000000000005,0.2,0.6,0.41200000000000003,0.6,0.8,1.3,0.1,0.2,0.2,1.4,0.4,3.3,https://www.sports-reference.com/cbb/players/justin-harper-1.html,Drafted,2007-08
514,Richmond,36.0,24.0,23.1,3.2,7.8,0.41100000000000003,1.2,3.6,0.336,1.5,2.2,0.675,1.6,3.0,4.6,0.6,0.6,0.8,2.8,1.5,9.2,https://www.sports-reference.com/cbb/players/justin-harper-1.html,Drafted,2008-09
515,Richmond,35.0,35.0,25.0,4.0,8.3,0.483,1.2,3.5,0.344,1.4,2.1,0.6809999999999999,1.6,3.8,5.4,1.0,0.8,0.9,2.3,1.4,10.6,https://www.sports-reference.com/cbb/players/justin-harper-1.html,Drafted,2009-10
516,Richmond,37.0,37.0,31.8,6.6,12.4,0.534,2.1,4.6,0.44799999999999995,2.5,3.2,0.797,1.7,5.2,6.9,1.2,0.6,1.2,2.2,1.5,17.9,https://www.sports-reference.com/cbb/players/justin-harper-1.html,Drafted,2010-11
517,UCLA,26.0,18.0,27.7,2.7,5.3,0.496,0.4,1.1,0.345,1.5,2.5,0.6,2.0,4.5,6.5,2.7,1.5,1.2,2.3,2.4,7.2,https://www.sports-reference.com/cbb/players/tyler-honeycutt-1.html,Drafted,2009-10
518,UCLA,33.0,33.0,35.0,4.4,10.8,0.406,1.7,4.6,0.36200000000000004,2.4,3.2,0.736,1.5,5.7,7.2,2.8,0.9,2.0,1.6,3.0,12.8,https://www.sports-reference.com/cbb/players/tyler-honeycutt-1.html,Drafted,2010-11
519,Maryland,33.0,31.0,24.8,3.8,7.5,0.512,0.0,0.0,,1.9,3.7,0.529,2.8,5.8,8.6,0.2,0.7,1.0,2.7,0.9,9.6,https://www.sports-reference.com/cbb/players/jordan-williams-1.html,Drafted,2009-10
520,Maryland,33.0,33.0,32.5,6.5,12.0,0.5379999999999999,0.0,0.0,,4.0,6.9,0.575,3.7,8.1,11.8,0.6,0.7,1.4,2.4,1.6,16.9,https://www.sports-reference.com/cbb/players/jordan-williams-1.html,Drafted,2010-11
521,Georgia,28.0,23.0,26.0,4.8,11.0,0.434,1.2,3.1,0.384,1.9,2.6,0.726,2.1,5.3,7.4,0.8,1.0,1.1,1.7,2.4,12.6,https://www.sports-reference.com/cbb/players/trey-thompkins-1.html,Drafted,2008-09
522,Georgia,31.0,29.0,31.0,6.7,13.8,0.483,0.7,2.0,0.377,3.6,4.7,0.762,2.1,6.2,8.3,1.9,1.0,1.2,2.6,2.9,17.7,https://www.sports-reference.com/cbb/players/trey-thompkins-1.html,Drafted,2009-10
523,Georgia,30.0,29.0,31.2,6.5,13.4,0.48100000000000004,0.8,2.5,0.311,2.7,4.0,0.6890000000000001,1.9,5.8,7.6,1.4,1.1,1.7,2.2,2.5,16.4,https://www.sports-reference.com/cbb/players/trey-thompkins-1.html,Drafted,2010-11
