,School,GP,GS,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,TOV,PTS,Link,DraftStatus,Season,SeasonStart,SeasonEnd
63,SMU,35,34,32.7,4.6,10,0.459,1.7,3.9,0.449,2.5,3.1,0.791,1.6,4.9,6.5,3,1.4,0.5,2.6,2,13.4,https://www.sports-reference.com/cbb/players/sterling-brown-2.html,Drafted,2016-17,1/1/2016,1/1/2017
64,UCLA,29,0,13,2,3.5,0.564,0,0,,0.8,1.5,0.535,1.4,2.6,4,0.2,0.2,1.2,2.5,0.8,4.7,https://www.sports-reference.com/cbb/players/ike-anigbogu-1.html,Drafted,2016-17,1/1/2016,1/1/2017
68,Iowa State,35,35,35.3,6.2,13.3,0.465,1.5,4.1,0.378,2.5,3.2,0.802,1.1,3.7,4.8,6.2,1.5,0.3,1.5,1.2,16.4,https://www.sports-reference.com/cbb/players/monte-morris-1.html,Drafted,2016-17,1/1/2016,1/1/2017
71,Xavier,22,19,31.7,4.6,9.6,0.479,0.5,2,0.273,4.5,6.2,0.735,0.5,3.6,4.1,4.8,1.2,0.7,2.3,2.6,14.3,https://www.sports-reference.com/cbb/players/edmond-sumner-1.html,Drafted,2016-17,1/1/2016,1/1/2017
73,Arizona,34,33,30,3.1,6.9,0.453,0.9,2.2,0.427,2.5,3.4,0.741,0.4,3.7,4,3,1.6,0.6,2.4,1.9,9.8,https://www.sports-reference.com/cbb/players/kadeem-allen-1.html,Drafted,2016-17,1/1/2016,1/1/2017
77,California,27,25,32,5.2,11.8,0.44,2.4,6.6,0.365,1.6,2,0.764,1,3.7,4.7,1,0.7,0.2,1.9,1.9,14.3,https://www.sports-reference.com/cbb/players/jabari-bird-1.html,Drafted,2016-17,1/1/2016,1/1/2017
81,Clemson,33,33,34.3,6.7,13.4,0.499,0.7,2.8,0.255,3.6,5.1,0.714,1.8,4.5,6.3,1.5,0.8,0.9,1.6,1.7,17.7,https://www.sports-reference.com/cbb/players/jaron-blossomgame-1.html,Drafted,2016-17,1/1/2016,1/1/2017
746,DePaul,32,32,29.3,4.4,11.3,0.388,1.3,3.5,0.363,4.9,5.6,0.882,0.4,2.5,2.9,3.3,1.2,0.2,2.5,3.3,14.9,https://basketball.realgm.com/player/Billy-Garrett/NCAA/41395/2017/By_Season/Per_Game,Undrafted,2016-17,1/1/2016,1/1/2017
747,UCLA,36,36,30,5.4,11.8,0.453,2.1,5.6,0.366,1.3,1.6,0.825,0.8,2.7,3.6,2.8,0.7,0.2,1.8,2,14.1,https://basketball.realgm.com/player/Isaac-Hamilton/NCAA/24316/2017/By_Season/Per_Game,Undrafted,2016-17,1/1/2016,1/1/2017
750,UCLA,36,36,30,5.4,11.8,0.453,2.1,5.6,0.366,1.3,1.6,0.825,0.8,2.7,3.6,2.8,0.7,0.2,1.8,2,14.1,https://basketball.realgm.com/player/Isaac-Hamilton/NCAA/24316/2017/By_Season/Per_Game,Undrafted,2016-17,1/1/2016,1/1/2017
751,Duke,37,33,32.9,2.6,6.4,0.399,1.4,3.9,0.342,0.5,0.7,0.731,1,1.8,2.8,1.9,1.7,0.2,2.3,1.1,7,https://basketball.realgm.com/player/Matt-Jones/NCAA/24318/2017/By_Season/Per_Game,Undrafted,2016-17,1/1/2016,1/1/2017
755,Duke,37,33,32.9,2.6,6.4,0.399,1.4,3.9,0.342,0.5,0.7,0.731,1,1.8,2.8,1.9,1.7,0.2,2.3,1.1,7,https://basketball.realgm.com/player/Matt-Jones/NCAA/24318/2017/By_Season/Per_Game,Undrafted,2016-17,1/1/2016,1/1/2017
756,Wisconsin,36,35,31.4,5,12,0.419,2.9,7.3,0.393,1.6,1.8,0.905,0.2,2,2.1,2,0.6,0.3,1.7,1.4,14.5,https://basketball.realgm.com/player/Bronson-Koenig/NCAA/24703/2017/By_Season/Per_Game,Undrafted,2016-17,1/1/2016,1/1/2017
760,Wisconsin,36,35,31.4,5,12,0.419,2.9,7.3,0.393,1.6,1.8,0.905,0.2,2,2.1,2,0.6,0.3,1.7,1.4,14.5,https://basketball.realgm.com/player/Bronson-Koenig/NCAA/24703/2017/By_Season/Per_Game,Undrafted,2016-17,1/1/2016,1/1/2017
761,VCU,35,35,31.2,4.8,11.1,0.431,2.4,6.5,0.367,3.2,3.9,0.818,0.2,2.6,2.8,4.5,1.7,0.1,2.5,2.5,15.1,https://basketball.realgm.com/player/JeQuan-Lewis/NCAA/57426/2017/By_Season/Per_Game,Undrafted,2016-17,1/1/2016,1/1/2017
765,VCU,35,35,31.2,4.8,11.1,0.431,2.4,6.5,0.367,3.2,3.9,0.818,0.2,2.6,2.8,4.5,1.7,0.1,2.5,2.5,15.1,https://basketball.realgm.com/player/JeQuan-Lewis/NCAA/57426/2017/By_Season/Per_Game,Undrafted,2016-17,1/1/2016,1/1/2017
766,Ohio State,32,32,33.9,3.8,9.2,0.417,1.8,4.8,0.382,2.8,3.7,0.739,1,3.7,4.7,1.9,0.6,0.5,2.2,2.8,12.2,https://basketball.realgm.com/player/Marc-Loving/NCAA/24321/2017/By_Season/Per_Game,Undrafted,2016-17,1/1/2016,1/1/2017
770,Ohio State,32,32,33.9,3.8,9.2,0.417,1.8,4.8,0.382,2.8,3.7,0.739,1,3.7,4.7,1.9,0.6,0.5,2.2,2.8,12.2,https://basketball.realgm.com/player/Marc-Loving/NCAA/24321/2017/By_Season/Per_Game,Undrafted,2016-17,1/1/2016,1/1/2017
771,Northern Iowa,29,29,34.8,4.7,11.7,0.401,2.1,5.8,0.355,3.4,4.3,0.784,0.5,5.3,5.8,2.7,1.8,1.1,2.1,2.2,14.8,https://basketball.realgm.com/player/Jeremy-Morgan/NCAA/57187/2017/By_Season/Per_Game,Undrafted,2016-17,1/1/2016,1/1/2017
775,Northern Iowa,29,29,34.8,4.7,11.7,0.401,2.1,5.8,0.355,3.4,4.3,0.784,0.5,5.3,5.8,2.7,1.8,1.1,2.1,2.2,14.8,https://basketball.realgm.com/player/Jeremy-Morgan/NCAA/57187/2017/By_Season/Per_Game,Undrafted,2016-17,1/1/2016,1/1/2017
776,Columbia,27,27,29.3,5.5,11.3,0.487,1.6,4.3,0.371,2.6,3.2,0.802,1,4.6,5.6,1.9,1.2,0.7,2.1,2,15.1,https://basketball.realgm.com/player/Luke-Petrasek/NCAA/57322/2017/By_Season/Per_Game,Undrafted,2016-17,1/1/2016,1/1/2017
780,Columbia,27,27,29.3,5.5,11.3,0.487,1.6,4.3,0.371,2.6,3.2,0.802,1,4.6,5.6,1.9,1.2,0.7,2.1,2,15.1,https://basketball.realgm.com/player/Luke-Petrasek/NCAA/57322/2017/By_Season/Per_Game,Undrafted,2016-17,1/1/2016,1/1/2017
781,Dayton,26,24,25.9,4.8,9.2,0.525,0.2,0.9,0.261,4.2,6.5,0.641,1,4,5,1.5,1.5,0.7,2.8,1.8,14,https://basketball.realgm.com/player/Kendall-Pollard/NCAA/56970/2017/By_Season/Per_Game,Undrafted,2016-17,1/1/2016,1/1/2017
785,Dayton,26,24,25.9,4.8,9.2,0.525,0.2,0.9,0.261,4.2,6.5,0.641,1,4,5,1.5,1.5,0.7,2.8,1.8,14,https://basketball.realgm.com/player/Kendall-Pollard/NCAA/56970/2017/By_Season/Per_Game,Undrafted,2016-17,1/1/2016,1/1/2017
786,Weber State,34,34,35.3,6.9,14.4,0.476,3.9,8.7,0.447,3.6,4.6,0.766,0.2,3.7,3.9,2.8,1.1,0,2.1,2.4,21.1,https://basketball.realgm.com/player/Jeremy-Senglin/NCAA/58051/2017/By_Season/Per_Game,Undrafted,2016-17,1/1/2016,1/1/2017
790,Weber State,34,34,35.3,6.9,14.4,0.476,3.9,8.7,0.447,3.6,4.6,0.766,0.2,3.7,3.9,2.8,1.1,0,2.1,2.4,21.1,https://basketball.realgm.com/player/Jeremy-Senglin/NCAA/58051/2017/By_Season/Per_Game,Undrafted,2016-17,1/1/2016,1/1/2017
791,Dayton,32,32,31.2,4.5,9.7,0.468,1.7,4.3,0.388,3.1,4,0.772,0.3,2.7,3.1,4.5,1.6,0.1,2.4,2.2,13.8,https://basketball.realgm.com/player/Scoochie-Smith/NCAA/49893/2017/By_Season/Per_Game,Undrafted,2016-17,1/1/2016,1/1/2017
795,Dayton,32,32,31.2,4.5,9.7,0.468,1.7,4.3,0.388,3.1,4,0.772,0.3,2.7,3.1,4.5,1.6,0.1,2.4,2.2,13.8,https://basketball.realgm.com/player/Scoochie-Smith/NCAA/49893/2017/By_Season/Per_Game,Undrafted,2016-17,1/1/2016,1/1/2017
796,Texas A&M-CC;,34,33,33.7,7.9,15,0.524,0.4,1.1,0.378,6.3,8.8,0.721,2.3,6.6,8.9,2.7,1.6,2,3.5,3.7,22.5,https://basketball.realgm.com/player/Rashawn-Thomas/NCAA/58952/2017/By_Season/Per_Game,Undrafted,2016-17,1/1/2016,1/1/2017
800,Texas A&M-CC;,34,33,33.7,7.9,15,0.524,0.4,1.1,0.378,6.3,8.8,0.721,2.3,6.6,8.9,2.7,1.6,2,3.5,3.7,22.5,https://basketball.realgm.com/player/Rashawn-Thomas/NCAA/58952/2017/By_Season/Per_Game,Undrafted,2016-17,1/1/2016,1/1/2017
801,Fresno State,33,33,32.3,3.9,9.4,0.414,1.4,4,0.341,2.3,3.4,0.679,1.1,4.1,5.2,1.3,0.9,0.7,3.2,2.3,11.4,https://basketball.realgm.com/player/Paul-Watson/NCAA/57234/2017/By_Season/Per_Game,Undrafted,2016-17,1/1/2016,1/1/2017
805,Fresno State,33,33,32.3,3.9,9.4,0.414,1.4,4,0.341,2.3,3.4,0.679,1.1,4.1,5.2,1.3,0.9,0.7,3.2,2.3,11.4,https://basketball.realgm.com/player/Paul-Watson/NCAA/57234/2017/By_Season/Per_Game,Undrafted,2016-17,1/1/2016,1/1/2017
806,Northeastern,30,29,38.2,6.7,14.5,0.463,1.2,3.6,0.333,6.7,8.8,0.762,0.8,3.9,4.7,5.3,1,0.1,2.2,3.4,21.4,https://basketball.realgm.com/player/TJ-Williams/NCAA/58219/2017/By_Season/Per_Game,Undrafted,2016-17,1/1/2016,1/1/2017
810,Northeastern,30,29,38.2,6.7,14.5,0.463,1.2,3.6,0.333,6.7,8.8,0.762,0.8,3.9,4.7,5.3,1,0.1,2.2,3.4,21.4,https://basketball.realgm.com/player/TJ-Williams/NCAA/58219/2017/By_Season/Per_Game,Undrafted,2016-17,1/1/2016,1/1/2017
811,Kentucky,38,15,21.9,2.6,5.4,0.478,1.3,3.4,0.377,0.6,0.8,0.688,1.1,4.3,5.4,0.9,0.7,1,2,0.7,7,https://basketball.realgm.com/player/Derek-Willis/NCAA/28227/2017/By_Season/Per_Game,Undrafted,2016-17,1/1/2016,1/1/2017
815,Kentucky,38,15,21.9,2.6,5.4,0.478,1.3,3.4,0.377,0.6,0.8,0.688,1.1,4.3,5.4,0.9,0.7,1,2,0.7,7,https://basketball.realgm.com/player/Derek-Willis/NCAA/28227/2017/By_Season/Per_Game,Undrafted,2016-17,1/1/2016,1/1/2017
816,Pittsburgh,32,31,34.3,6.1,12.9,0.475,2.3,5.9,0.392,3.6,4.9,0.734,1.2,3.6,4.9,3.3,0.4,0.3,1.9,2.6,18.2,https://basketball.realgm.com/player/Jamel-Artis/NCAA/24648/2017/By_Season/Per_Game,Undrafted,2016-17,1/1/2016,1/1/2017
820,Pittsburgh,32,31,34.3,6.1,12.9,0.475,2.3,5.9,0.392,3.6,4.9,0.734,1.2,3.6,4.9,3.3,0.4,0.3,1.9,2.6,18.2,https://basketball.realgm.com/player/Jamel-Artis/NCAA/24648/2017/By_Season/Per_Game,Undrafted,2016-17,1/1/2016,1/1/2017
821,LSU,31,30,32.9,6.3,13.7,0.458,1.7,4.8,0.358,3,4.1,0.724,1,3.8,4.8,1.7,0.7,0.1,1.6,2.1,17.2,https://basketball.realgm.com/player/Antonio-Blakeney/NCAA/72599/2017/By_Season/Per_Game,Undrafted,2016-17,1/1/2016,1/1/2017
823,LSU,31,30,32.9,6.3,13.7,0.458,1.7,4.8,0.358,3,4.1,0.724,1,3.8,4.8,1.7,0.7,0.1,1.6,2.1,17.2,https://basketball.realgm.com/player/Antonio-Blakeney/NCAA/72599/2017/By_Season/Per_Game,Undrafted,2016-17,1/1/2016,1/1/2017
